2 threads, 4 cores

int seq_len = 64;
int embed_dim = 64;
int num_heads = 4;
int ff_hidden_dim = 128;

---------- Begin Simulation Statistics ----------
simSeconds                                   0.010144                       # Number of seconds simulated (Second)
simTicks                                  10143680500                       # Number of ticks simulated (Tick)
finalTick                                 10143680500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    523.77                       # Real time elapsed on the host (Second)
hostTickRate                                 19366571                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     797964                       # Number of bytes of host memory used (Byte)
simInsts                                     41639709                       # Number of instructions simulated (Count)
simOps                                       41682918                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    79500                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      79582                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14283324                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.602243                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.660458                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       25000252                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  223668                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      24655355                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 51968                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             1464447                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1031938                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              36752                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           13536166                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.821443                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.992752                       # Number of insts issued each cycle (Count)
system.cpu2.branchPred.BTBMispredicted            214                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu2.branchPred.indirectLookups            246                       # Number of indirect predictor lookups. (Count)
system.cpu2.branchPred.indirectHits               165                       # Number of indirect target hits. (Count)
system.cpu2.branchPred.indirectMisses              81                       # Number of indirect misses. (Count)
system.cpu2.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu2.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::Return        10125      0.89%      0.89% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::CallDirect        10642      0.94%      1.83% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::CallIndirect           92      0.01%      1.84% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::DirectCond      1112110     97.94%     99.78% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::DirectUncond         2375      0.21%     99.99% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::IndirectCond            0      0.00%     99.99% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::IndirectUncond          154      0.01%    100.00% # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.lookups::total      1135498                       # Number of BTB lookups (Count)
system.cpu2.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::Return        10125     19.78%     19.78% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::CallDirect          130      0.25%     20.03% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::CallIndirect           71      0.14%     20.17% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::DirectCond        40610     79.33%     99.50% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::DirectUncond          100      0.20%     99.70% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::IndirectCond            0      0.00%     99.70% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::IndirectUncond          154      0.30%    100.00% # Number of BTB misses (Count)
system.cpu2.branchPred.btb.misses::total        51190                       # Number of BTB misses (Count)
system.cpu2.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::CallDirect           60      5.15%      5.15% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::CallIndirect            0      0.00%      5.15% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::DirectCond         1065     91.34%     96.48% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::DirectUncond           41      3.52%    100.00% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu2.branchPred.btb.updates::total         1166                       # Number of BTB updates (Count)
system.cpu2.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::CallDirect           60      5.15%      5.15% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::CallIndirect            0      0.00%      5.15% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::DirectCond         1065     91.34%     96.48% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::DirectUncond           41      3.52%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.mispredict::total         1166                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu2.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED  10143680500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu2.branchPred.indirectBranchPred.lookups          246                       # Number of lookups (Count)
system.cpu2.branchPred.indirectBranchPred.hits          165                       # Number of hits of a tag (Count)
system.cpu2.branchPred.indirectBranchPred.misses           81                       # Number of misses (Count)
system.cpu2.branchPred.indirectBranchPred.targetRecords           28                       # Number of targets that where recorded/installed in the cache (Count)
system.cpu2.branchPred.indirectBranchPred.indirectRecords          274                       # Number of indirect branches/calls recorded in the indirect hist (Count)
system.cpu2.branchPred.indirectBranchPred.speculativeOverflows            2                       # Number of times more than the allowed capacity for speculative branches/calls where in flight and destroy the path history (Count)
system.cpu2.branchPred.ras.pushes               11218                       # Number of times a PC was pushed onto the RAS (Count)
system.cpu2.branchPred.ras.pops                 11212                       # Number of times a PC was poped from the RAS (Count)
system.cpu2.branchPred.ras.squashes              1571                       # Number of times the stack operation was squashed due to wrong speculation. (Count)
system.cpu2.branchPred.ras.used                  9641                       # Number of times the RAS is the provider (Count)
system.cpu2.branchPred.ras.correct               9641                       # Number of times the RAS is the provider and the prediction is correct (Count)
system.cpu2.branchPred.ras.incorrect                0                       # Number of times the RAS is the provider and the prediction is wrong (Count)
system.cpu2.commit.commitSquashedInsts         258961                       # The number of squashed insts skipped by commit (Count)
system.cpu2.commit.commitNonSpecStalls           1338                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu2.commit.branchMispredicts            20216                       # The number of times a branch was mispredicted (Count)
system.cpu2.commit.numCommittedDist::samples      5829905                       # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::mean     1.537199                       # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::stdev     2.837957                       # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::0        3689025     63.28%     63.28% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::1         991861     17.01%     80.29% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::2          95999      1.65%     81.94% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::3          58258      1.00%     82.94% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::4          14613      0.25%     83.19% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::5          11514      0.20%     83.39% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::6         122843      2.11%     85.49% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::7          16326      0.28%     85.77% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::8         829466     14.23%    100.00% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu2.commit.numCommittedDist::total      5829905                       # Number of insts commited each cycle (Count)
system.cpu2.commit.amos                             0                       # Number of atomic instructions committed (Count)
system.cpu2.commit.membars                        582                       # Number of memory barriers committed (Count)
system.cpu2.commit.functionCalls                 9647                       # Number of function calls committed. (Count)
system.cpu2.commit.committedInstType_0::No_OpClass          710      0.01%      0.01% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::IntAlu      3994677     44.57%     44.58% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::IntMult            2      0.00%     44.58% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::ZeroMult            0      0.00%     44.58% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::IntDiv            4      0.00%     44.58% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatAdd        36928      0.41%     44.99% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatCmp         8128      0.09%     45.09% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatCvt        49474      0.55%     45.64% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatMult        16384      0.18%     45.82% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatMultAcc       966656     10.79%     56.61% # Class of committed instruction (Count)
system.cpu2.commit.committedInstType_0::FloatDiv        12416      0.14%     56.75% # Class of committed instruction (Count)
